Set_ID,sim,Time,end_gen,ngen1,ngen2,Ne,n_ind,n_ind_exp,n_cages,sequence_length,r_msp,r,r_expt,mu_msp,mu,mu_expt,shape,scale,mut_ratio,flip_sel_coef,Ve_w,Ve_w_expt,va_true,va_left,time_stamp_va_left
Set_N1a_biggar_2025-02-09_04-13-50.641991_2.74909090909091e-07_0.5_2_1000_10_4_0_0,1,2025-02-09 04:54:59.313576,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,2.74909090909091e-07,2.74909090909091e-06,0,0.3,0.045,0,0,1,1,0.0785119771207618,0.0673802373820411,ac3-n6_2025-03-14_03-37-44.016225
Set_N1a_biggar_2025-02-09_04-22-35.658764_2.78181818181818e-07_0.5_2_1000_10_4_0_0,1,2025-02-09 05:04:01.837414,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,2.78181818181818e-07,2.78181818181818e-06,0,0.3,0.045,0,0,1,1,0.0817863869788857,0.0691648730761161,ac3-n6_2025-03-14_03-40-45.096402
Set_N1a_biggar_2025-02-09_04-33-05.674851_2.84727272727273e-07_0.5_2_1000_10_4_0_0,1,2025-02-09 05:16:49.572742,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,2.84727272727273e-07,2.84727272727273e-06,0,0.3,0.045,0,0,1,1,0.0765505364717778,0.064520806759015,ac3-n6_2025-03-14_03-41-34.181551
Set_N1a_biggar_2025-02-09_04-40-50.658032_2.88e-07_0.5_2_1000_10_4_0_0,1,2025-02-09 05:24:21.16405,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,2.88e-07,2.88e-06,0,0.3,0.045,0,0,1,1,0.0867163751814516,0.0724816547837422,ac3-n6_2025-03-14_03-42-56.163697
Set_N1a_biggar_2025-02-09_04-56-20.662809_2.97818181818182e-07_0.5_2_1000_10_4_0_0,1,2025-02-09 05:41:53.075078,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,2.97818181818182e-07,2.97818181818182e-06,0,0.3,0.045,0,0,1,1,0.0854453844042898,0.0720208239933031,ac3-n6_2025-03-14_03-46-17.996082
Set_N1a_biggar_2025-02-09_05-05-20.655341_3.04363636363636e-07_0.5_2_1000_10_4_0_0,1,2025-02-09 05:51:07.91764,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,3.04363636363636e-07,3.04363636363636e-06,0,0.3,0.045,0,0,1,1,0.0787996739632243,0.0661017203965287,ac3-n6_2025-03-14_03-48-41.744332
Set_N1a_biggar_2025-02-09_05-18-05.65622_3.10909090909091e-07_0.5_2_1000_10_4_0_0,1,2025-02-09 06:06:27.449059,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,3.10909090909091e-07,3.10909090909091e-06,0,0.3,0.045,0,0,1,1,0.0893503310901712,0.0756927135841797,ac3-n6_2025-03-14_03-54-46.576665
Set_N1a_biggar_2025-02-09_05-25-35.642309_3.17454545454545e-07_0.5_2_1000_10_4_0_0,1,2025-02-09 06:11:32.032216,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,3.17454545454545e-07,3.17454545454545e-06,0,0.3,0.045,0,0,1,1,0.0913219370327137,0.0758463127426633,ac3-n6_2025-03-14_03-57-57.017781
Set_N1a_biggar_2025-02-09_05-43-05.689979_3.24e-07_0.5_2_1000_10_4_0_0,1,2025-02-09 06:28:54.800852,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,3.24e-07,3.24e-06,0,0.3,0.045,0,0,1,1,0.0924681787009554,0.077745853606883,ac3-n6_2025-03-14_03-59-40.061384
Set_N1a_biggar_2025-02-09_05-52-05.638287_3.27272727272727e-07_0.5_2_1000_10_4_0_0,1,2025-02-09 06:39:14.873979,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,3.27272727272727e-07,3.27272727272727e-06,0,0.3,0.045,0,0,1,1,0.0919983883510483,0.0775910670080748,ac3-n6_2025-03-14_04-03-07.423199
Set_N1a_biggar_2025-02-09_06-07-35.659404_3.37090909090909e-07_0.5_2_1000_10_4_0_0,1,2025-02-09 06:55:21.470245,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,3.37090909090909e-07,3.37090909090909e-06,0,0.3,0.045,0,0,1,1,0.0828756700398375,0.0690120029461131,ac3-n6_2025-03-14_04-02-52.374237
Set_N1a_biggar_2025-02-09_06-29-50.653807_3.46909090909091e-07_0.5_2_1000_10_4_0_0,1,2025-02-09 07:18:04.591807,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,3.46909090909091e-07,3.46909090909091e-06,0,0.3,0.045,0,0,1,1,0.0921542894985907,0.0755479893444877,ac3-n6_2025-03-14_04-09-52.373475
Set_N1a_biggar_2025-02-09_06-40-20.615293_3.56727272727273e-07_0.5_2_1000_10_4_0_0,1,2025-02-09 07:29:26.541991,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,3.56727272727273e-07,3.56727272727273e-06,0,0.3,0.045,0,0,1,1,0.102948322244186,0.0858678566139478,ac3-n6_2025-03-14_04-10-56.470721
Set_N1a_biggar_2025-02-09_06-56-20.64707_3.6e-07_0.5_2_1000_10_4_0_0,1,2025-02-09 07:42:37.69008,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,3.6e-07,3.6e-06,0,0.3,0.045,0,0,1,1,0.101256479702347,0.0877389135138786,ac3-n6_2025-03-14_04-15-41.574944
Set_N1a_bigwig_2025-02-08_23-43-19.031658_6.21818181818182e-08_0.5_2_1000_10_4_0_0,1,2025-02-09 00:11:45.963757,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,6.21818181818182e-08,6.21818181818182e-07,0,0.3,0.045,0,0,1,1,0.0153167531416825,0.0131250622430825,ac3-n6_2025-03-14_04-20-49.532688
Set_N1a_bigwig_2025-02-09_00-17-03.594045_9.81818181818182e-08_0.5_2_1000_10_4_0_0,1,2025-02-09 00:51:18.001081,25000,1,4,2500,2500,1000,10,1e+06,5.32e-07,5e-07,2e-06,9.81818181818182e-08,9.81818181818182e-07,0,0.3,0.045,0,0,1,1,0.0274318090995522,0.0232172059386392,ac3-n6_2025-03-14_04-21-53.811274
